[2020-10-27 22:52:02,560][MainThread:21484][task_id:django.utils.autoreload][autoreload.py:613][INFO][Watching for file changes with StatReloader]
[2020-10-27 22:52:18,302][Thread-1:6572][task_id:django.server][basehttp.py:157][INFO]["GET /recommendation/ HTTP/1.1" 200 1310]
[2020-10-27 22:52:26,187][Thread-1:6572][task_id:django][views.py:34][INFO][-------------------------]
[2020-10-27 22:52:26,187][Thread-1:6572][task_id:django][views.py:35][ERROR][1]
[2020-10-27 22:52:26,187][Thread-1:6572][task_id:django][views.py:36][WARNING][warn]
[2020-10-27 22:52:26,188][Thread-1:6572][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/1 HTTP/1.1" 200 824]
[2020-10-27 22:58:36,150][MainThread:15772][task_id:django.utils.autoreload][autoreload.py:613][INFO][Watching for file changes with StatReloader]
[2020-10-27 22:58:41,330][Thread-1:18508][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/1 HTTP/1.1" 200 824]
[2020-10-27 22:59:03,200][MainThread:15772][task_id:django.utils.autoreload][autoreload.py:236][INFO][D:\Projects\Collegiate_Explorer_APP\collegiate-explorer-admin\cc_admin\apps\detail\views.py changed, reloading.]
[2020-10-27 22:59:04,015][MainThread:6832][task_id:django.utils.autoreload][autoreload.py:613][INFO][Watching for file changes with StatReloader]
[2020-10-27 22:59:08,865][Thread-1:20552][task_id:django.server][basehttp.py:157][INFO]["GET /recommendation/ HTTP/1.1" 200 1310]
[2020-10-27 22:59:11,598][Thread-1:20552][task_id:django][views.py:35][INFO][get a param id -> 1]
[2020-10-27 22:59:11,599][Thread-1:20552][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/1 HTTP/1.1" 200 824]
[2020-10-27 23:00:24,615][MainThread:6832][task_id:django.utils.autoreload][autoreload.py:236][INFO][D:\Projects\Collegiate_Explorer_APP\collegiate-explorer-admin\cc_admin\cc_admin\settings.py changed, reloading.]
[2020-10-27 23:00:25,450][MainThread:11412][task_id:django.utils.autoreload][autoreload.py:613][INFO][Watching for file changes with StatReloader]
[2020-10-27 23:00:30,241][Thread-1:9764][task_id:django][views.py:35][INFO][get a param id -> 1]
[2020-10-27 23:00:30,244][Thread-1:9764][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/1 HTTP/1.1" 200 824]
[2020-10-27 23:00:59,109][MainThread:11412][task_id:django.utils.autoreload][autoreload.py:236][INFO][D:\Projects\Collegiate_Explorer_APP\collegiate-explorer-admin\cc_admin\cc_admin\settings.py changed, reloading.]
[2020-10-27 23:00:59,980][MainThread:9744][task_id:django.utils.autoreload][autoreload.py:613][INFO][Watching for file changes with StatReloader]
[2020-10-27 23:01:04,276][Thread-1:14952][task_id:django][views.py:35][INFO][get a param id -> 1]
[2020-10-27 23:01:04,278][Thread-1:14952][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/1 HTTP/1.1" 200 824]
[2020-10-27 23:01:48,217][MainThread:9744][task_id:django.utils.autoreload][autoreload.py:236][INFO][D:\Projects\Collegiate_Explorer_APP\collegiate-explorer-admin\cc_admin\apps\detail\views.py changed, reloading.]
[2020-10-27 23:01:49,097][MainThread:17672][task_id:django.utils.autoreload][autoreload.py:613][INFO][Watching for file changes with StatReloader]
[2020-10-27 23:02:19,327][Thread-1:18448][task_id:django.server][basehttp.py:157][INFO]["GET /recommendation/ HTTP/1.1" 200 1310]
[2020-10-27 23:02:24,842][Thread-1:18448][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:02:24,843][Thread-1:18448][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 824]
[2020-10-27 23:02:39,357][MainThread:17672][task_id:django.utils.autoreload][autoreload.py:236][INFO][D:\Projects\Collegiate_Explorer_APP\collegiate-explorer-admin\cc_admin\apps\detail\views.py changed, reloading.]
[2020-10-27 23:02:40,357][MainThread:17456][task_id:django.utils.autoreload][autoreload.py:613][INFO][Watching for file changes with StatReloader]
[2020-10-27 23:02:51,315][MainThread:17456][task_id:django.utils.autoreload][autoreload.py:236][INFO][D:\Projects\Collegiate_Explorer_APP\collegiate-explorer-admin\cc_admin\apps\detail\views.py changed, reloading.]
[2020-10-27 23:02:52,142][MainThread:14000][task_id:django.utils.autoreload][autoreload.py:613][INFO][Watching for file changes with StatReloader]
[2020-10-27 23:02:57,064][Thread-1:8268][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:02:57,066][Thread-1:8268][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 900]
[2020-10-27 23:03:07,447][MainThread:14000][task_id:django.utils.autoreload][autoreload.py:236][INFO][D:\Projects\Collegiate_Explorer_APP\collegiate-explorer-admin\cc_admin\apps\detail\views.py changed, reloading.]
[2020-10-27 23:03:08,327][MainThread:16028][task_id:django.utils.autoreload][autoreload.py:613][INFO][Watching for file changes with StatReloader]
[2020-10-27 23:03:12,335][Thread-1:3984][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:03:12,336][Thread-1:3984][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 750]
[2020-10-27 23:03:27,424][Thread-1:3984][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:03:27,425][Thread-1:3984][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 750]
[2020-10-27 23:03:31,178][MainThread:16028][task_id:django.utils.autoreload][autoreload.py:236][INFO][D:\Projects\Collegiate_Explorer_APP\collegiate-explorer-admin\cc_admin\apps\detail\views.py changed, reloading.]
[2020-10-27 23:03:32,109][MainThread:14508][task_id:django.utils.autoreload][autoreload.py:613][INFO][Watching for file changes with StatReloader]
[2020-10-27 23:03:38,796][Thread-1:18816][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:03:38,798][Thread-1:18816][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 824]
[2020-10-27 23:04:12,001][Thread-1:18816][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:04:12,002][Thread-1:18816][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 824]
[2020-10-27 23:04:23,933][MainThread:14508][task_id:django.utils.autoreload][autoreload.py:236][INFO][D:\Projects\Collegiate_Explorer_APP\collegiate-explorer-admin\cc_admin\apps\detail\views.py changed, reloading.]
[2020-10-27 23:04:24,966][MainThread:21372][task_id:django.utils.autoreload][autoreload.py:613][INFO][Watching for file changes with StatReloader]
[2020-10-27 23:04:44,289][Thread-1:13996][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:04:44,291][Thread-1:13996][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 750]
[2020-10-27 23:06:10,237][Thread-1:13996][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:06:10,238][Thread-1:13996][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 750]
[2020-10-27 23:06:18,807][Thread-1:13996][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:06:18,808][Thread-1:13996][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 750]
[2020-10-27 23:06:40,529][Thread-1:13996][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:06:40,530][Thread-1:13996][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 750]
[2020-10-27 23:06:47,725][Thread-1:13996][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:06:47,727][Thread-1:13996][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 750]
[2020-10-27 23:06:57,505][Thread-1:13996][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:06:57,506][Thread-1:13996][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 750]
[2020-10-27 23:07:03,187][Thread-1:13996][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:07:03,188][Thread-1:13996][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 750]
[2020-10-27 23:07:31,292][Thread-1:13996][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:07:31,293][Thread-1:13996][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 750]
[2020-10-27 23:07:37,343][Thread-1:13996][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:07:37,344][Thread-1:13996][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 750]
[2020-10-27 23:08:17,460][Thread-1:13996][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:08:17,462][Thread-1:13996][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 750]
[2020-10-27 23:08:33,638][Thread-1:13996][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:08:33,640][Thread-1:13996][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 750]
[2020-10-27 23:09:19,280][Thread-1:13996][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:09:19,281][Thread-1:13996][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 750]
[2020-10-27 23:09:27,938][Thread-1:13996][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:09:27,939][Thread-1:13996][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 750]
[2020-10-27 23:10:07,847][Thread-1:13996][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:10:07,848][Thread-1:13996][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 750]
[2020-10-27 23:12:40,617][Thread-1:13996][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:12:40,619][Thread-1:13996][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 750]
[2020-10-27 23:13:28,276][Thread-1:13996][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:13:28,277][Thread-1:13996][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 750]
[2020-10-27 23:14:47,392][Thread-1:13996][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:14:47,394][Thread-1:13996][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 750]
[2020-10-27 23:15:13,547][Thread-1:13996][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:15:13,548][Thread-1:13996][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 750]
[2020-10-27 23:15:40,605][Thread-1:13996][task_id:django][views.py:35][INFO][get a param id -> 2]
[2020-10-27 23:15:40,607][Thread-1:13996][task_id:django.server][basehttp.py:157][INFO]["GET /detail/popular_major/2 HTTP/1.1" 200 750]
[2020-10-27 23:15:40,631][Thread-1:13996][task_id:django.request][log.py:230][WARNING][Not Found: /detail/ranking/history/]
[2020-10-27 23:15:40,632][Thread-1:13996][task_id:django.server][basehttp.py:157][WARNING]["GET /detail/ranking/history/ HTTP/1.1" 404 2582]
